fixed_T_ms,fixed_T2_ms2,phase_rad,upper_probability,lower_probability
11.5,132.25,2.5069065108514192,40.71595823734405,54.05881741934536
11.5,132.25,2.5173956594323874,40.63024243227794,53.93704133135684
11.5,132.25,2.5278848080133556,40.5438059614878,53.81422696848091
11.5,132.25,2.5383739565943237,40.45665833482033,53.69038784290467
11.5,132.25,2.5488631051752924,40.368809140364576,53.56553757956098
11.5,132.25,2.5593522537562605,40.280268043396916,53.43968991462933
11.5,132.25,2.5698414023372287,40.19104478531762,53.312858694024406
11.5,132.25,2.580330550918197,40.10114918257925,53.18505787187306
11.5,132.25,2.5908196994991655,40.01059112560655,53.05630150897888
11.5,132.25,2.6013088480801336,39.919380577708196,52.9266037712751
11.5,132.25,2.611797996661102,39.82752757398083,52.79597892826628
11.5,132.25,2.62228714524207,39.735042220204846,52.664441351458265
11.5,132.25,2.6327762938230386,39.641934691732494,52.53200551277685
11.5,132.25,2.6432654424040067,39.548215232368534,52.39868598297585
11.5,132.25,2.653754590984975,39.45389415324313,52.264497430033856
11.5,132.25,2.664243739565943,39.35898183167727,52.12945461754032
11.5,132.25,2.6747328881469117,39.26348871004128,51.99357240307151
11.5,132.25,2.68522203672788,39.16742529460581,51.85686573655574
11.5,132.25,2.695711185308848,39.07080215438586,51.7193496586284
11.5,132.25,2.7062003338898166,38.9736299199781,51.58103929897749
11.5,132.25,2.716689482470785,38.87591928239125,51.44194987467882
11.5,132.25,2.727178631051753,38.7776809918697,51.30209668852173
11.5,132.25,2.737667779632721,38.67892585671099,51.16149512732577
11.5,132.25,2.7481569282136897,38.57966474207642,51.020160660247434
11.5,132.25,2.758646076794658,38.47990856879586,50.87810883707857
11.5,132.25,2.769135225375626,38.37966831216615,50.73535528653543
11.5,132.25,2.7796243739565942,38.27895500074349,50.59191571453901
11.5,132.25,2.790113522537563,38.17777971513022,50.4478059024874
11.5,132.25,2.800602671118531,38.076153586755666,50.303041705519306
11.5,132.25,2.811091819699499,37.97408779665133,50.157639050769525
11.5,132.25,2.8215809682804673,37.87159357422093,50.01161393561692
11.5,132.25,2.832070116861436,37.76868219600484,49.864982425924204
11.5,132.25,2.842559265442404,37.66536498443932,49.71776065427021
11.5,132.25,2.8530484140233723,37.56165330661103,49.56996481817528
11.5,132.25,2.8635375626043404,37.45755857300627,49.42161117831902
11.5,132.25,2.874026711185309,37.35309223625553,49.27271605675114
11.5,132.25,2.8845158597662772,37.24826578987361,49.12329583509601
11.5,132.25,2.8950050083472454,37.143090766995044,48.97336695275011
11.5,132.25,2.9054941569282136,37.03757873910506,48.82294590507329
11.5,132.25,2.915983305509182,36.93174131476668,48.67204924157416
11.5,132.25,2.9264724540901503,36.8255901383435,48.520693564089164
11.5,132.25,2.9369616026711185,36.719136888718324,48.3688955249559
11.5,132.25,2.9474507512520867,36.61239327800859,48.216671825181265
11.5,132.25,2.9579398998330553,36.50537105027758,48.06403921260389
11.5,132.25,2.9684290484140234,36.39808198024228,47.911014480051314
11.5,132.25,2.9789181969949916,36.290537871978096,47.757614463492764
11.5,132.25,2.9894073455759598,36.18275055762004,47.603856040186685
11.5,132.25,2.9998964941569284,36.07473189606086,47.4497561268237
11.5,132.25,3.0103856427378965,35.96649377164652,47.29533167766576
11.5,132.25,3.0208747913188647,35.85804809286855,47.14059968268062
11.5,132.25,3.0313639398998333,35.74940679105376,46.985577165672474
11.5,132.25,3.0418530884808015,35.64058181905176,46.83028118240925
11.5,132.25,3.0523422370617697,35.53158514991977,46.67472881874597
11.5,132.25,3.062831385642738,35.42242877560523,46.518937188744786
11.5,132.25,3.0733205342237064,35.31312470562668,46.362923432792385
11.5,132.25,3.0838096828046746,35.20368496575226,46.206704715714025
11.5,132.25,3.0942988313856428,35.09412159667663,46.050298224884884
11.5,132.25,3.104787979966611,34.98444665269635,45.89372116833939
11.5,132.25,3.1152771285475795,34.87467220038362,45.73699077287782
11.5,132.25,3.1257662771285477,34.76481031725855,45.580124282170836
11.5,132.25,3.136255425709516,34.65487309046058,45.423138954862615
11.5,132.25,3.146744574290484,34.544872615418605,45.2660520626719
11.5,132.25,3.1572337228714527,34.43482099452001,45.10888088849156
11.5,132.25,3.167722871452421,34.32473033577945,44.95164272448742
11.5,132.25,3.178212020033389,34.21461275150656,44.79435487019561
11.5,132.25,3.188701168614357,34.104480356973234,44.63703463061911
11.5,132.25,3.1991903171953258,33.99434526908095,44.4796993143241
11.5,132.25,3.209679465776294,33.88421960502748,44.32236623153554
11.5,132.25,3.220168614357262,33.77411548097369,44.16505269223248
11.5,132.25,3.2306577629382303,33.66404501071072,44.007776004244
11.5,132.25,3.241146911519199,33.55402030432693,43.850553471344526
11.5,132.25,3.251636060100167,33.4440534668758,43.693402391350446
11.5,132.25,3.262125208681135,33.334156597044,43.5363400542168
11.5,132.25,3.2726143572621034,33.22434178582016,43.37938374013489
11.5,132.25,3.283103505843072,33.11462111516483,43.222550717631364
11.5,132.25,3.29359265442404,33.005006656681104,43.06585824166821
11.5,132.25,3.3040818030050083,32.895510470286375,42.909323551744116
11.5,132.25,3.3145709515859765,32.7861446028857,42.75296386999814
11.5,132.25,3.325060100166945,32.67692108704628,42.596796399314734
11.5,132.25,3.3355492487479133,32.56785193967351,42.44083832143087
11.5,132.25,3.3460383973288814,32.4589491606891,42.28510679504603
11.5,132.25,3.3565275459098496,32.35022473171068,42.12961895393424
11.5,132.25,3.367016694490818,32.24169061473352,41.9743919050588
11.5,132.25,3.3775058430717864,32.1333587508146,41.81944272669048
11.5,132.25,3.3879949916527545,32.0252410587588,41.66478846652841
11.5,132.25,3.398484140233723,31.91734943380742,41.51044613982428
11.5,132.25,3.4089732888146913,31.809695746329695,41.35643272751066
11.5,132.25,3.4194624373956595,31.702291840516693,41.202765174332534
11.5,132.25,3.4299515859766276,31.59514953307808,41.049460386982894
11.5,132.25,3.4404407345575962,31.48828061194225,40.89653523224293
11.5,132.25,3.4509298831385644,31.381696834959317,40.74400653512622
