comp_x_unit,comp_y_unit,comp_z_unit,final_temperature_uK,cooling_efficiency,mean_field_mG,initial_field_mG,final_field_mG,mean_relative_efficiency
-70.0,-50.0,-120.0,24.451180881767154,0.42023835454683367,174.56784865114588,159.60889699512367,177.1989142556025,0.7355968004027251
-60.0,-50.0,-120.0,23.83458243052104,0.43690317755348546,171.20766241287495,159.60889699512367,173.49211576689314,0.7430841632615299
-50.0,-50.0,-120.0,23.303340160609295,0.4512610767402893,168.37264241502348,160.23420358962065,170.292610682853,0.7494061601099712
-40.0,-50.0,-120.0,22.863234171622228,0.46315583319939924,166.0891721960947,161.47755261955143,167.6294493013994,0.7544995429004551
-30.0,-50.0,-120.0,22.519190440839733,0.47245431240973695,164.3798179114125,163.32482971061074,165.52852108624398,0.7583121386296697
-20.0,-50.0,-120.0,22.27516455213097,0.47904960669916297,163.26232327225767,165.75584454250776,164.01143348226617,0.7608041503512898
-10.0,-50.0,-120.0,22.13404466015754,0.48286365783358004,162.74874917265404,168.74537030686204,163.09447977419867,0.7619491775520671
0.0,-50.0,-120.0,22.09757804241259,0.48384924209695707,162.84484806212424,172.26433176952216,162.7878016091046,0.7617349080048537
10.0,-50.0,-120.0,22.16632465538805,0.48199122553005275,163.54974536565814,176.28102563804194,163.09484164937248,0.7601634476695953
20.0,-50.0,-120.0,22.3396399168567,0.4773070292741432,164.85596822993168,180.76227482525218,164.01215318549592,0.75725127223047
30.0,-50.0,-120.0,22.61568757169397,0.4698462818461089,166.74982097613477,185.67444627627142,165.52959074573727,0.753028802176728
40.0,-50.0,-120.0,22.991482070793474,0.45968967376233855,169.21206520299697,190.98429254784278,167.6308576377272,0.7475396215489872
50.0,-50.0,-120.0,23.462958515044917,0.4469470671609482,172.21882923102817,196.65960439297135,170.29434357097318,0.740839377180636
60.0,-50.0,-120.0,24.02506699581409,0.43175494605907866,175.74265279480463,202.66968199511243,173.49415688194617,0.7329944092272277
70.0,-50.0,-120.0,24.671887187574733,0.414273319254737,179.75357062593412,208.98564544006365,177.20124574078488,0.7240801740521756
80.0,-50.0,-120.0,25.396758376753002,0.39468220603370263,184.22015058277847,215.580611373101,181.3845101214399,0.7141795265661737
90.0,-50.0,-120.0,26.192419769933732,0.3731778440558451,189.11042318204352,222.42976419535225,186.01182632269223,0.7033809307618785
100.0,-50.0,-120.0,27.05115590790012,0.3499687592459427,194.3926638927346,229.51034835057,191.05093182659988,0.6917766647054452
110.0,-50.0,-120.0,27.964942284537152,0.32527183014764455,200.03601244030747,236.80160472429236,196.47014422481806,0.67946108023554
120.0,-50.0,-120.0,28.92558677539508,0.29930846552986273,206.01093157155486,244.28467000612216,202.23890968760065,0.6665289689037844
-120.0,-40.0,-120.0,27.692999589042202,0.33262163272858913,192.65984355180888,160.85707942145413,196.97496646491913,0.6955635774626939
-110.0,-40.0,-120.0,26.720599643220602,0.3589027123453891,186.9704732944553,157.71810295587505,191.04762870489836,0.708086892011887
-100.0,-40.0,-120.0,25.79807908874524,0.3838357003041827,181.65415478257694,155.161206491829,185.47036273667393,0.7198500159794811
-90.0,-40.0,-120.0,24.933793657923278,0.40719476600207355,176.74413305731431,153.2155344604456,180.27566245498056,0.7307544701897625
-80.0,-40.0,-120.0,24.13594239077276,0.42875831376289836,172.27463004896248,151.90457530963312,175.49750281269186,0.7407043411369082
-70.0,-40.0,-120.0,23.412422714882023,0.44831289959778314,168.28014133225724,151.24483462254173,171.17077003215087,0.7496081468207525
-60.0,-40.0,-120.0,22.77067940310667,0.46565731342954947,164.79454448105233,151.24483462254173,167.330485965075,0.7573807497406113
-50.0,-40.0,-120.0,22.217551969494657,0.48060670352717144,161.8500366657006,151.90457530963312,164.01082450014346,0.7639452509017022
-40.0,-40.0,-120.0,21.7591257277579,0.4929966019524892,159.47594560992445,153.2155344604456,161.2439442990823,0.7692347926978851
